Race,IFNG,CCL4,IL33,PDL2,CD3,ICOSLG,MSH2,RAD52,PRKCD,DNArepair,CD274,IFNB1,PDCD1,B2M,IFNAR1,JAK1,TYK2,TLR3,TLR9,TNFRSF4,IL15,TIGIT,GZMA,ATM,BCL6,BRCA1,BRCA2,CD163,CD19,CD40,CD86,CXCL9,CXCR5,EZH2,HLA-DRA,ICAM1,IDO1,IL6,ITGAM,ITGAX,NFKB2,NOS2,PECAM1,STAT3,TNF,VCAM1,HLA-E,CTLA4,GZMB,PRF1,GNLY,HLA-A,HLA-B,HLA-C,IFNGR1,IFNGR2,STAT1,IRF1,PSMB9,ICAM2,ICAM3,ICAM4,ICAM5,CCR5,CCL3,CCL5,CXCL10,CXCL11,IL7R,CYBB,HLA-DQA1,HLA-DMA,CD84,HLA-DPA1,HLA-DQB1,CD4,CD3D,CD3G,PTPRC,CD2,CD96,CD3E,HLA-F,HLA-G,CD1C,HAVCR2,SH2D1A,TNFRSF17,MS4A1,C10orf54,FLT3LG,CD68,FOXP3,KIR2DL1,KIR2DL3,NCR3LG1,RAD1,MSH6,MLH1,PALB2,PMS2,ATR,CHEK1,CHEK2,FANCF,RAD51,MDC1,PARP1,IL2RA,CXCR3,CXCR6,SIGLEC7,CD276,VTCN1,HHLA2,CD8A,CD8B,KLRC2,NCR1,KLRK1
African American,-0.247632217,0.11319446,0.000465082,0.123749663,-0.06033073,0.120077287,0.331587373,0.275370046,0.671631463,-0.054442916,-0.070683663,-0.414366715,0.060750417,1.499750149,0.951144483,0.545875435,-0.040162743,0.337344541,-0.237338877,-0.365980826,-0.256286729,-0.206825302,0.436249407,0.502079386,0.598600227,0.053295391,-0.021241166,0.043707479,-0.18092021,-0.008338801,0.092368704,0.464700397,-0.307199569,0.112021923,1.988276724,-0.235620176,-0.027320495,-0.202767818,-0.106910955,0.086782548,0.039297571,-0.187489866,0.309605857,1.054363556,-0.186813519,0.081432354,0.416972712,-0.01458191,0.170505111,0.1174907,-0.168748656,0.388157404,0.512813054,0.335293168,0.558889417,0.435488457,1.660185971,0.166066595,0.324589416,0.0215277,0.034467005,-0.67041122,-0.525422123,0.221857099,0.195683051,0.748989177,0.151685333,-0.196137418,0.219839917,0.398127924,0.77809806,0.124449487,0.124402615,0.549523026,0.851783416,0.006444622,0.236693637,-0.06033073,0.403928278,0.139090707,0.098093606,0.141030344,0.10199214,0.043164676,0.103894137,0.048180295,-0.11269324,-0.016033899,-0.062563962,-0.042078453,-0.110050066,1.114302526,0.032574014,-0.257611696,-0.23234718,0.047223106,0.827237416,0.55399917,0.4727011,0.314586289,0.54091162,0.534945902,0.060850964,0.10174957,-0.065740853,0.123374778,0.314445596,0.275852399,-0.143089588,-0.251848401,-0.032985552,-0.044819387,0.717573732,0.035008414,-0.245016731,-0.167747944,-0.031249296,-0.069276787,-0.035484438,-0.005450993
African American,-0.21128446,-0.068759818,0.164991278,0.201475837,-0.058582575,0.281982302,0.073278645,0.187698655,0.434520883,-0.541897141,-0.048429161,-0.294435799,0.190751705,1.310386627,0.477337554,0.441368159,-0.018736539,0.177142761,-0.097778226,-0.127739582,-0.183950825,-0.077278185,0.271671388,0.305119323,0.565743226,-0.08355812,-0.133655744,0.238494154,-0.203398278,0.084104819,0.109788283,-0.032539177,-0.246571924,-0.010106942,1.616006026,-0.176444188,-0.084733694,0.080214435,-0.204233606,0.046230272,0.060052512,-0.195602906,0.299467777,0.99074551,-0.170523776,0.01922837,0.522800462,0.158752264,0.203523795,0.050240492,-0.110710306,0.413107151,0.406169062,0.462112588,0.382069325,0.427520046,0.602730535,0.135650601,0.240844539,-0.048938717,0.079773193,-0.558431088,-0.423989662,0.266613516,-0.018307012,0.251050865,0.053119455,-0.237884192,0.255307104,0.156535988,0.200420709,0.12365686,0.078791862,0.059244949,0.896547001,-0.007014608,-0.022782517,-0.058582575,0.168770705,0.125226565,0.026546775,0.006079484,0.054352233,-0.02678087,0.201621491,-0.104865863,-0.168471584,-0.216283647,-0.071413963,0.064738482,0.095807911,0.842940318,-0.023046961,-0.204394501,-0.20758281,-0.112413216,0.542415796,0.396347599,0.280761285,0.209251931,0.295657116,0.275174738,-0.010012772,-0.012802314,-0.012928958,-0.133520207,0.09518918,0.119950101,-0.022262367,-0.326202385,0.027501816,0.019994287,0.155343358,0.168829569,-0.200852763,-0.151358438,0.120637938,0.14127215,0.001747065,-0.039689353
African American,-0.13442735,0.151157494,0.284049716,0.124981052,0.118004956,0.41495963,0.177879389,0.248909837,0.470600274,-0.549022132,0.027830245,-0.132615168,0.150909641,1.566394105,1.061100479,0.643354283,0.073706755,0.37186086,0.039650651,-0.01677535,-0.188530643,-0.053675245,0.421406283,0.473364685,1.028646273,0.055027223,-0.06386164,0.095422204,-0.087753817,0.042091098,0.189935907,0.417170898,-0.223154144,0.059075941,2.149488479,0.215233492,-0.110173517,0.109023985,-0.051335838,0.226775677,0.183446205,-0.075097801,0.30651444,1.550441015,-0.17737024,0.311789577,0.774210961,0.1049131,0.260507087,0.156766976,-0.072314876,0.692123388,0.562764141,0.676107699,0.886427576,0.532760397,0.84568901,0.502933927,0.256996381,0.075900326,0.116957282,-0.438616704,-0.240686734,0.171552989,0.279276361,0.98054652,0.104230892,-0.243088587,0.48687595,0.392535891,0.793164465,0.286934294,0.128384072,0.621122886,0.701885407,0.211777028,0.293089857,0.118004956,0.659202305,0.285388328,0.144303858,0.188633967,0.166843883,0.048373898,0.144658442,-0.020565336,-0.152713976,-0.185353433,0.038725263,0.147372075,-0.032167819,1.162214138,0.029957117,-0.279360848,-0.191440542,0.046945864,0.702544713,0.611212027,0.404051424,0.278085315,0.441274587,0.509698322,-0.03815119,0.000458412,0.048712278,0.063002306,0.272827237,0.276099457,0.120599173,-0.16822477,0.028682499,0.03795569,0.481324437,0.313645438,-0.165587303,0.065423201,0.338025326,-0.019847474,-0.006132969,0.132316805
African American,-0.040664168,0.420993742,0.336429848,0.079776429,0.028401896,0.291897214,0.075757627,0.254068203,0.367739378,-0.753044639,-0.126182599,-0.152536406,0.089422129,1.338933575,0.539276244,0.525166643,0.09110799,0.264316132,0.155163444,0.010922413,-0.160409825,0.003980635,0.196057306,0.407378736,0.279174283,0.132223141,-0.031439109,0.02327696,0.150160688,0.066290395,-0.016852352,0.058097411,0.027626383,-0.085960991,2.004179602,0.172082663,-0.053418497,-0.058672569,0.078973476,0.132200169,0.291186392,0.053784883,0.39385907,0.963670021,-0.132460931,0.129432761,0.597548418,0.036269143,0.34977925,0.220126407,-0.051031594,0.424553633,0.452374323,0.469614383,0.251172402,0.653483364,0.607759117,0.241856251,0.204036562,0.253162115,0.041810356,-0.27855789,-0.109737691,0.326810639,0.222076548,0.688063344,-0.056731042,-0.189860503,0.254037978,0.3011671,0.153037647,-0.042884021,0.064675111,0.936593277,0.195346935,0.143469805,0.223636693,0.028401896,0.286898617,0.227740813,0.079563041,0.102111976,0.081400782,-0.019251807,-0.002056659,-0.011840021,0.061900108,-0.110089627,0.024307206,0.260530627,0.206719317,1.319933179,0.136081779,-0.151953908,-0.072910875,-0.035908382,0.641518292,0.383377485,0.177756221,0.148359863,0.165412396,0.15401461,0.048354331,0.078064257,0.038686908,0.177684601,0.021532876,0.139835488,0.139738131,-0.159784599,0.201961889,0.10552242,0.387877642,0.161312877,-0.170259198,-0.075270916,0.176656887,0.02370894,0.145737999,-0.01567818
African American,-0.125312271,0.109023145,0.201960787,0.241528493,-0.115299609,0.084316568,0.071604489,0.188789674,0.38105793,-0.437962474,-0.154718048,-0.342161703,0.166792656,1.073389603,0.379642771,0.395416261,0.06954416,0.130866104,-0.047514264,-0.015392768,-0.103092471,0.04156199,0.205737025,0.295979549,0.424900552,-0.010184252,-0.062549756,0.004754839,-0.134831554,0.005457342,-0.003899217,0.048487486,-0.089057247,0.099585588,1.179915958,-0.053357187,-0.019312274,-0.122314922,-0.0277212,0.070673267,0.107892474,-0.021090464,0.165077815,0.673733195,0.051010008,0.050764842,0.659726475,-0.025124056,0.261293039,0.069131494,-0.015815693,0.318873813,0.442223645,0.56225354,0.254422893,0.278760665,0.373217868,0.092328931,0.074310882,0.164574692,0.294987356,-0.106645387,-0.06643075,0.247907259,0.165124438,0.485128785,0.061355707,-0.095621855,0.069525036,0.133250747,0.365386879,0.01141165,0.012252422,0.587840076,0.911464814,0.12486155,-0.096636418,-0.115299609,0.088901653,0.056055477,0.119792155,0.136981106,0.029919206,0.087905624,0.180727452,-0.013089527,-0.104710093,0.003911231,-0.104948588,0.242203697,0.133237453,0.971027259,0.011436481,0.01891939,-0.088857629,-0.010532078,0.585722382,0.371573876,0.209651827,0.092753061,0.268181803,0.118727159,0.009692448,0.02076462,0.032683468,0.023488925,0.201372105,0.153470246,-0.038837107,-0.027778546,0.044115569,0.085719186,0.30095972,0.248128678,-0.100788853,-0.18187153,0.15460048,-0.00493777,0.115896323,-0.04029595
African American,0.017713394,0.096746141,-0.085974108,-0.12917539,0.059897462,0.226985233,0.009363478,0.333715679,0.410337388,-0.194861177,-0.06229352,0.061628624,0.260870513,0.898066643,0.335211141,0.153528711,0.111645722,0.117235755,0.077366161,-0.004438951,-0.126694121,-0.103105495,0.241067292,0.262792501,0.210983696,0.18888397,-0.049141853,0.091355128,0.039588553,0.083884679,-0.11384144,0.352187411,-0.270388899,0.057475568,1.06331976,0.156003746,-0.10973143,-0.046958868,-0.074448572,0.076303653,0.05958821,0.031656675,0.059973627,0.863107703,0.019718095,-0.056808962,0.425031178,0.006662214,0.247191866,0.229876122,-0.038965056,0.47110582,0.492476404,0.49282402,0.281710487,0.359316928,0.620249348,0.134233873,0.410354523,0.023842975,0.16424287,-0.377633729,-0.154056743,0.037672077,0.155890802,0.689021997,0.487005936,-0.01058655,0.008879468,0.097987303,0.203192639,0.11117965,0.055295251,0.344996936,0.134479277,0.1010746,0.140240936,0.059897462,0.069306819,0.168510933,0.114792618,0.005758705,0.085745398,0.131581303,0.115291069,0.06548379,-0.053462962,0.101047104,0.040555128,0.057652528,0.043994521,0.839102809,-0.018296231,0.015112531,-0.16503331,0.099598659,0.417276761,0.173301365,0.114177624,0.200171342,0.240080892,0.184748451,-0.041441573,0.02737265,-0.24640107,-0.023619811,0.182594898,0.174497673,0.012296365,-0.330973102,-0.019545506,0.08118308,0.365609418,0.01101584,-0.22244003,-0.032777221,0.330359096,0.090999618,0.193296146,0.051674017
African American,-0.206011741,0.177032703,0.245768927,-0.098143158,-0.148591421,0.273695655,0.185197439,0.3430876,0.499974283,-0.401723606,-0.062650812,-0.083098317,0.279740131,1.425989405,0.657316485,0.428874857,0.094417054,0.131781592,0.113640928,0.025075823,-0.178494273,0.0110335,0.13450566,0.402352854,0.589046944,0.014479139,-0.06492437,-0.009474673,-0.037479661,-0.007217303,0.081955483,-0.015607746,-0.29739677,0.164335633,1.646939984,0.039157714,-0.104620272,-0.006301735,0.009587435,0.136381378,0.176856533,-0.033526302,0.345762283,1.294483373,0.109536104,0.049933257,0.644406925,0.030387898,0.26361774,0.057500291,-6.67E-05,0.791432067,0.697765182,1.134260079,0.528470277,0.51002672,0.871760748,0.157563043,0.195870755,0.20200491,0.061179201,-0.28838184,-0.234049295,0.142504304,0.155721686,0.527779374,0.139185122,0.095251754,0.11732233,0.256106646,0.316909464,0.103018692,-0.004056396,0.53434713,0.28646523,0.100642112,0.086817164,-0.148591421,0.271038133,0.122613127,0.163121675,0.029734493,0.158940329,0.0927609,0.243937498,-0.011237514,-0.057344302,-0.17596082,-0.096996724,0.154672045,-0.023039004,0.66338672,0.076774641,-0.158094062,-0.156167059,0.251151927,0.802376126,0.469841156,0.373024939,0.155832576,0.297223035,0.402058087,-0.050177683,0.091820342,0.031634992,0.042545848,0.270943135,0.333775889,-0.009517086,-0.107927998,0.067098134,0.082024638,0.393204617,0.039450154,-0.144256555,-0.052301064,0.190949391,0.078773863,0.009461864,0.000126839
African American,-0.309488012,0.190201423,0.133056754,0.021187664,0.009703459,0.286686549,0.210006949,0.474695115,0.739145238,-0.049926429,-0.140919787,-0.180641162,0.143987996,1.529381201,0.977414059,0.644885402,0.199472547,0.104546536,-0.023119021,-0.140844099,-0.23546749,-0.112184792,0.143819551,0.657499094,0.381346355,0.011385076,-0.100259168,0.356312414,-0.057183357,0.040795103,0.031208001,0.275078437,-0.286753603,0.222447577,2.03024018,-0.111774117,-0.126782113,-0.121033094,0.033193265,0.260457182,0.302577668,-0.137155611,0.462399089,1.391784585,-0.070621087,0.121928924,0.685924214,0.01184945,0.174992414,0.090826252,-0.121259695,0.983562934,0.929990948,0.963049395,0.484508852,0.658776372,0.9960323,0.185500731,0.269765111,0.113613657,0.220433641,-0.381995368,-0.168302934,0.233318682,0.246635706,0.810896935,0.373751276,0.0692424,0.081365934,0.557515058,0.869661564,0.234280999,0.137372091,0.75741716,0.523057444,0.249433695,0.206472742,0.009703459,0.374456229,0.378776381,0.126407926,0.122486958,0.361725174,0.004546581,-0.015491508,0.007302077,-0.070552336,-0.101554747,-0.097267142,0.201397044,0.113905974,1.372452301,0.034426896,-0.242034598,-0.155648925,0.189563619,0.67602101,0.332087274,0.417833889,0.311035011,0.509334532,0.472536746,0.016066742,0.059140339,0.190061106,0.029406119,0.232798691,0.363638113,-0.036150507,-0.173102398,0.042277154,0.135993209,0.500313478,0.056114139,-0.256113569,0.015467006,0.172240211,-0.045506905,0.090322841,0.037889442
African American,-0.039831106,0.178815029,0.220370608,0.238065481,0.062164582,0.33983344,0.098274124,0.192191395,0.304309934,-0.608105322,0.049946896,0.027715831,0.174826895,1.063388703,0.359655351,0.366048818,0.129120384,0.237337573,0.284310925,-0.066254926,-0.121016628,-0.009956942,0.397652282,0.260715305,0.288113308,0.095684857,-0.052320623,-0.027260052,-0.031407809,0.01293841,-0.092336721,0.197837905,-0.134884392,-0.008295255,2.110952344,-0.023056471,-0.079888933,0.040462145,0.039491535,0.028241656,0.053958739,-0.006026992,0.228047752,0.624697048,0.097889578,0.067194796,0.742024521,0.110423775,0.301546655,0.174113423,0.077005452,0.507071331,0.477602618,0.726731452,0.388552876,0.424809009,0.474274268,0.057439906,0.178238459,0.061225186,0.102818401,-0.138337076,-0.104015036,0.234014097,0.173639455,0.808781758,0.053886427,0.094608685,0.076177736,0.161413835,0.403007515,0.11447099,-0.062152008,0.467831089,0.535077137,-0.046214342,0.053437901,0.062164582,0.166329756,0.061982129,0.055161397,0.114332141,0.15908628,-0.070046331,0.078178717,-0.073314053,-0.050132364,-0.033565192,0.007221717,0.300889624,0.123528033,0.511105865,0.003342561,-0.000108888,0.005273554,0.011829084,0.60675159,0.238234514,0.177040817,0.133740755,0.210338985,0.130055581,0.051853478,0.047191975,-0.036211066,0.095966236,0.127323553,0.135418912,-0.016113948,0.022726737,0.042819505,0.114616168,0.406512662,0.27151886,-0.013042337,-0.014373176,0.09351113,0.13062498,0.16815859,-0.035066986
African American,0.334338065,0.283385068,0.238644985,0.098999694,0.107823153,0.440147701,0.141254084,0.143169845,0.390413893,-0.590757474,-0.08566471,-0.186163778,0.142261518,1.492583247,0.256622614,0.628812398,0.117082027,0.158379843,-0.036620345,-0.140043293,-0.32053442,-0.053408547,0.46323518,0.334506248,0.400201169,0.079687619,0.011604487,0.180335911,-0.058076619,0.206514201,0.050063329,-0.033135727,0.027631466,-0.013811043,2.902225726,-0.056991375,0.011769196,-0.154006734,-0.007970636,0.145703392,0.239761997,-0.136450236,0.349055472,0.770018829,-0.190518726,0.318661593,0.746684157,0.078078086,0.347195988,-0.090857284,-0.081437602,1.340900467,1.029920174,1.247435515,0.200012429,0.463627553,0.593700286,0.130275469,0.308200989,0.173445363,0.432951103,-0.204351218,-0.402434562,0.624985194,0.270453603,1.231481066,0.193248045,-0.203035365,0.911273869,0.46412859,0.381773439,0.152857741,0.360157921,1.291199561,0.625225199,0.299254595,0.352381959,0.107823153,0.88003048,0.337531705,0.315134899,0.398555682,0.266698035,0.163061433,0.364944414,0.142948291,-0.015236888,-0.189448151,0.27877712,0.216234395,0.040446414,1.008614737,0.08334097,-0.296358712,-0.180848695,0.073396934,0.547140721,0.173755121,0.119306328,-0.00924874,0.236181837,0.097081449,-0.068449161,0.156638121,-0.016411365,0.001015041,0.012899789,0.087951544,0.041048255,-0.101032032,0.375658919,0.113767262,0.339841564,0.09306237,-0.176030845,0.042267965,0.228789231,0.084969833,0.053932565,-0.043709166
African American,-0.20770384,0.413026987,0.267100002,0.327537398,0.037244767,0.327024125,0.095387945,0.258907416,0.632629817,-0.812583917,-0.066422899,-0.134757518,0.118622389,1.639560063,0.457018604,0.473764361,0.14161928,0.369057661,0.07364578,0.131890506,-0.137824988,-0.026921684,0.555348318,0.306127969,0.281932861,0.128373277,-0.0345915,0.068123638,0.045808947,0.227491326,0.150641508,0.678298197,-0.067831486,-0.029190099,2.362607751,0.008486561,-0.030170361,0.054136533,0.014347127,0.256280382,0.236275542,-0.034200614,0.449952995,1.032164242,-0.166864889,0.181245808,0.937402371,0.168000306,0.302822843,0.012285766,0.003162451,0.935825766,0.917865293,1.168875063,0.395221355,0.450084327,0.872469957,0.312488004,0.208492168,0.181983038,0.069213711,-0.217362084,-0.130927546,0.300077203,0.363876361,1.701361254,0.139033985,-0.017653741,0.165178211,0.357965014,0.944842099,0.351944861,0.14165445,0.771986333,0.926483716,0.242273261,0.628728089,0.037244767,0.651542111,0.336509072,0.248623831,0.33734383,0.372205114,0.098319714,0.110082237,0.035854862,0.022847071,-0.024601879,-0.020254681,0.349757878,0.246487975,1.066866691,-0.094644299,-0.112429227,-0.11073985,0.035999033,0.68484017,0.211090887,0.162973137,0.103093779,0.256166223,0.168721479,-0.053524389,0.054803443,0.117073563,0.121556272,0.142315048,0.129201633,0.09624762,-0.162709829,0.124132677,0.212846638,0.534941685,0.34985413,-0.056950411,-0.02422523,0.263191156,0.094514674,0.047141967,-0.007313556
African American,-0.113770208,-0.021590442,-0.052700215,0.02844343,-0.17589299,0.586991927,0.147030412,0.158811131,0.478750401,0.036197777,-0.123903825,-0.242339488,0.258402235,0.236648462,0.293079774,0.032728578,0.146766151,-0.043000294,0.165362018,0.008726712,-0.14834899,-0.068167079,0.180474881,-0.074664078,0.194699838,0.075839823,-0.000138673,-0.030649753,0.046920615,-0.154784674,-0.045276383,0.090072039,-0.248177078,-0.000866277,-0.030477514,-0.064197749,0.043571988,-0.06845252,-0.01342106,0.078911158,0.215989984,-0.059526058,0.039790853,0.640043966,-0.171577166,0.060029974,0.304006482,0.118373374,0.450912187,-0.027108774,-0.102332938,0.139468815,0.337560632,0.253401959,0.063206527,0.494636773,0.271842897,0.111329985,0.140797121,0.178903979,0.193814844,-0.400350514,-0.259245512,0.629833502,0.198988993,0.040640885,-0.019969388,-0.127274727,-0.064817654,0.053313403,0.244238988,-0.049966921,0.000800084,0.273892843,0.154001639,0.003062846,-0.068419318,-0.17589299,-0.015270498,0.082491369,0.06811464,-0.045036929,-0.007945942,0.073548319,0.18745575,0.058351437,0.064051629,-0.135694675,-0.021606593,0.036139813,0.308306534,0.49078886,-0.044411415,-0.111624913,-0.106623849,-0.025367294,0.55302762,0.160532691,0.027030371,0.120909078,0.245536328,0.099641411,0.055626548,0.047058078,0.039702105,-0.013382901,0.078132684,0.104005209,0.013586562,-0.169637036,0.146397578,0.147804198,0.625839101,0.172542039,-0.032882155,-0.093625142,0.130306142,0.115321374,0.002114894,-0.027380676
African American,-0.136934982,-0.033575325,0.375754041,0.160633319,0.162908442,0.280107725,0.076940732,0.256043729,0.230532232,-0.484889438,-0.025902028,-0.10356077,0.101757549,1.151591875,0.468046621,0.486488316,0.023876347,0.188342079,0.098785512,-0.000649757,-0.168647578,-0.129050962,0.328215122,0.409968177,0.121876774,0.103241956,-0.097079428,0.005578974,-0.030390816,0.019951064,0.097012196,0.213614108,-0.088969875,-0.084979943,2.242006238,-0.107233152,-0.012807045,-0.083744838,0.001098218,0.085332747,0.020136767,-0.108813403,0.432364074,0.772892335,-0.139880654,0.005449689,0.685193383,-0.034148507,0.181301521,-0.015574327,-0.05540481,0.725729611,0.658244076,0.852174442,0.210175124,0.489483453,0.768901667,0.132203443,0.152814672,0.125127409,0.004704505,-0.28365649,-0.241323209,0.297077877,0.117019016,0.346983407,-0.053576569,-0.211362827,0.162440083,0.240664095,0.886117792,0.264632343,0.146584265,0.404736871,1.004427309,0.109046944,0.164584505,0.162908442,0.486997696,0.163233537,0.228846441,0.059151261,0.133683936,0.056604604,0.165243899,0.074077786,0.013525156,-0.123057196,0.015679452,0.193849336,0.075391863,0.935391621,-0.046056813,-0.187370304,-0.181676879,-0.156698741,0.774882204,0.337210431,0.2369572,0.058216083,0.330382971,0.275069047,-0.082601359,0.093300515,-0.035176078,0.020758731,0.064600516,0.162288756,-0.110092613,-0.096327445,0.076681013,-0.044315286,0.322898686,0.07853951,-0.070971479,0.014945125,0.190316674,0.139606524,0.119696018,0.009971308
African American,-0.060295063,0.681765784,0.471414444,0.073523722,0.123735405,0.255919747,0.171792737,0.265780436,0.649705227,-0.651922259,-0.129906862,-0.227962897,0.157577263,1.831457605,0.654152226,0.728533592,0.028544078,0.512896622,0.072471018,-0.184709277,-0.199471542,-0.087861821,0.785372699,0.602567989,0.986342551,0.077318391,-0.070244209,0.51677205,-0.085098513,0.233882472,0.093999375,0.496359019,-0.156977088,-0.029473809,2.462296757,0.097565154,0.062806362,-0.189733262,0.020669436,0.232484637,0.139859968,-0.182133115,0.318328398,1.434644313,-0.132590033,0.303805242,0.93313518,0.095581471,0.180300935,0.274552236,-0.146379046,1.052008168,0.794429732,0.960128537,0.702651378,0.540853598,0.949460134,0.375755027,0.314924881,0.076361873,0.088632154,-0.449814394,-0.412954804,0.224907916,0.592357772,1.345893707,0.396951098,0.035099376,0.506430434,0.55635986,1.482724278,0.28702846,0.396179232,0.475578763,1.141460712,0.247290913,0.294131485,0.123735405,0.865421103,0.393633254,0.277349473,0.195301327,0.273017211,0.145502205,0.161627863,0.059279376,0.131720076,-0.18990922,0.134304688,0.251736667,0.081798822,1.335794389,-0.03978471,-0.203821565,-0.16660899,0.274117886,0.728504123,0.531348916,0.433676531,0.247007783,0.378933209,0.320928614,-0.08326807,0.009918706,-0.083880072,0.018745896,0.297006115,0.262785029,-0.043997089,-0.182400988,0.030296044,0.03334165,0.477011416,0.083050182,-0.195240173,-0.048724689,0.1627584,0.007740395,-0.035451736,0.097348031
African American,0.031978794,0.03927399,0.190659572,0.135731732,-0.164152013,0.351828271,0.147427485,0.038898045,0.27970093,0.163392069,-0.094264769,-0.081276978,0.146734303,0.919427272,0.649074348,0.262767618,0.023094811,-0.005830843,0.004003854,-0.138688295,-0.14362115,-0.019203001,0.293899849,0.235625644,0.052184466,0.065365291,-0.023690823,-0.022101148,-0.005672295,-0.031324739,0.143765557,-0.017663515,-0.106985476,-0.059549668,1.764898299,-0.247480536,-0.005234581,0.002391876,0.015440231,0.036108493,0.069100163,-0.004874588,0.078003807,0.547070951,-0.089543153,-0.030761738,0.361342169,-0.018094728,0.253394489,0.25650927,0.085506188,0.109851853,0.23184402,0.353108879,0.325924666,0.560468378,0.366214057,-0.02386445,0.056350749,0.037311931,0.156541569,-0.19228952,-0.178883273,0.365823232,0.079635793,0.421355763,0.012012337,-0.205871605,0.181876029,-0.013944226,0.325591977,0.05438838,-0.030545416,0.2300675,0.953713938,0.099274038,0.120413689,-0.164152013,0.06165307,-0.038519434,0.066903423,0.005146551,-0.075323189,-0.003995738,0.08281619,0.12862046,-0.059040893,-0.126559537,-0.141452005,0.016686797,0.093091395,0.701667539,0.102867063,-0.089523915,-0.134815454,-0.127979542,0.687250556,0.38810817,0.113124262,0.049931258,0.104471778,0.049749389,0.059866498,0.044260212,0.20813536,0.00466585,0.163452381,0.13402244,-0.039326887,-0.008205725,0.048221443,0.085497586,0.522882954,0.129575003,-0.059624439,-0.069489882,0.109834663,0.124118596,0.177104466,-0.045565811
African American,-0.11419947,0.022139035,0.275729961,0.017756009,-0.088522191,0.300642922,0.127237203,0.23374962,0.91388508,0.182983312,0.305740942,-0.224564763,0.228880722,0.822373421,0.651594269,0.289793586,0.195970605,0.078272427,0.064757498,-0.033229394,-0.13094285,-0.058459233,0.134895989,0.603690753,1.007357247,-0.008384527,-0.137090472,-0.139716948,-0.071161024,-0.063131277,-0.091189939,0.022141714,-0.271862282,0.059726284,1.016266484,0.00442094,-0.00014162,-0.121188835,-0.077894636,0.141562186,0.241012734,-0.083065259,0.137454027,0.654554215,-0.097925905,-0.002586922,0.439554672,0.088619925,0.290167983,0.05832567,-0.078143041,0.228277178,0.429880567,0.4319653,0.401732066,0.691028993,0.678050483,0.160084106,0.150707143,0.120032714,0.169430509,-0.343841151,-0.152436693,0.149969329,0.341471834,0.364394546,0.029670427,-0.147927012,-0.011181269,-0.000391867,0.39869455,0.070653708,0.027613888,0.49602932,0.604496994,0.130431739,0.046121452,-0.088522191,0.125176859,0.04264912,0.110893719,-0.049032533,0.027035554,-0.00903211,-0.010763524,-0.064176082,0.062139319,0.028797236,-0.1038856,0.127420214,0.216720426,0.847759064,0.103863099,-0.179654448,-0.161804618,0.148388589,0.937720762,0.434839006,0.396244231,0.231927051,0.598006151,0.30832053,0.24800834,0.049863904,0.164333304,0.020031225,0.317467125,0.211842529,-0.036101165,-0.095437297,0.156600723,-0.045282883,0.78651557,0.085294264,-0.107622574,-0.004721299,0.127042773,-0.072526888,0.03611144,-0.134685821
African American,-0.276740054,0.634912816,0.720220529,0.269148658,0.112737792,0.110554395,0.170113506,0.026263551,0.389357324,-0.68863505,-0.137231834,-0.26037597,0.160754058,1.544356152,0.790110575,0.566387235,-0.030445131,0.401312042,-0.256288225,-0.353083952,-0.237782701,-0.231308371,0.244214699,0.456727546,0.571138559,-0.033847417,-0.12006383,0.251415393,-0.261723236,0.179223638,0.113139267,0.233478541,-0.3273944,0.03771926,2.113204028,0.25646153,-0.079333376,0.471078143,-0.032944671,0.249682409,0.036278947,-0.22752744,0.724880493,1.126036988,-0.054837807,0.105585312,0.684831175,-0.13658759,0.198420771,0.01124178,-0.181871451,0.167699212,0.492857873,0.446669952,0.284004457,0.527212875,0.668869853,0.447632596,0.189324005,-0.051605008,0.14707857,-0.529518682,-0.499768142,0.207793396,0.524184137,1.005399545,0.135044875,-0.21299264,0.101365015,0.632363372,0.73714494,0.073869514,0.068180946,0.608020916,0.763403161,0.119441842,0.268988093,0.112737792,0.469683326,0.148159535,0.180950787,0.067160235,0.019494954,-0.079396408,-0.05648579,-0.032275176,-0.127001257,-0.113822615,-0.094536454,0.079511383,0.032508047,1.369013214,-0.021389278,-0.258998719,-0.24243666,0.061869332,0.75096807,0.436677318,0.103843778,0.273605482,0.259768725,0.257004412,-0.07400963,-0.127449,0.068495799,-0.050985952,0.147207001,0.208276619,-0.164285418,-0.294145664,-0.023076879,-0.034863139,0.475262014,0.224298141,-0.222834348,-0.036694199,-0.006394595,-0.051438386,-0.047231139,-0.029553683
