Race,IFNG,CCL4,IL33,PDL2,CD3,ICOSLG,MSH2,RAD52,PRKCD,DNArepair,CD274,IFNB1,PDCD1,B2M,IFNAR1,JAK1,TYK2,TLR3,TLR9,TNFRSF4,IL15,TIGIT,GZMA,ATM,BCL6,BRCA1,BRCA2,CD163,CD19,CD40,CD86,CXCL9,CXCR5,EZH2,HLA-DRA,ICAM1,IDO1,IL6,ITGAM,ITGAX,NFKB2,NOS2,PECAM1,STAT3,TNF,VCAM1,HLA-E,CTLA4,GZMB,PRF1,GNLY,HLA-A,HLA-B,HLA-C,IFNGR1,IFNGR2,STAT1,IRF1,PSMB9,ICAM2,ICAM3,ICAM4,ICAM5,CCR5,CCL3,CCL5,CXCL10,CXCL11,IL7R,CYBB,HLA-DQA1,HLA-DMA,CD84,HLA-DPA1,HLA-DQB1,CD4,CD3D,CD3G,PTPRC,CD2,CD96,CD3E,HLA-F,HLA-G,CD1C,HAVCR2,SH2D1A,TNFRSF17,MS4A1,C10orf54,FLT3LG,CD68,FOXP3,KIR2DL1,KIR2DL3,NCR3LG1,RAD1,MSH6,MLH1,PALB2,PMS2,ATR,CHEK1,CHEK2,FANCF,RAD51,MDC1,PARP1,IL2RA,CXCR3,CXCR6,SIGLEC7,CD276,VTCN1,HHLA2,CD8A,CD8B,KLRC2,NCR1,KLRK1
White (Non-Hispanic),-0.179615058,0.134321326,0.14103574,0.113067649,-0.074286186,0.241818119,0.2646736,0.360526963,0.856270611,-0.205192409,-0.052139105,-0.350660159,0.148926801,1.637250385,0.798651102,0.775525274,0.176697156,0.111785375,-0.075581172,-0.012458518,-0.194977894,-0.051080101,0.339049979,0.412070173,0.511548933,-0.031168068,-0.111204902,0.33393348,-0.072859217,0.016631748,0.097918902,0.472277131,-0.179997707,0.144778447,2.654255423,-0.003443826,-0.137837324,-0.160608409,-0.025733904,0.447391218,0.256030507,-0.122624411,0.447512503,1.205272836,-0.130329408,-0.024796821,0.773846069,-0.103734462,0.200875111,0.017017703,-0.141894796,0.853083917,1.060516232,1.425080114,0.485009439,0.554167369,1.189058219,0.190504989,0.160873307,0.098743906,0.196230065,-0.316130495,-0.205131026,0.335075077,0.312327601,0.788100829,0.381510528,-0.103631066,0.025621836,0.818916256,1.163858734,0.487989206,0.30440624,1.134324053,0.34339547,0.33337468,0.113880778,-0.074286186,0.45441965,0.183264259,0.058226338,0.100851753,0.221389979,0.061439201,0.023781944,0.120604007,-0.210814338,-0.238055568,-0.089132612,0.246553854,0.140029837,2.416777674,0.044652685,-0.254166779,-0.203861219,-0.064934106,0.680844126,0.537073738,0.199309029,0.280310352,0.558850334,0.603010917,-0.00670919,0.090611692,0.155553976,-0.076195093,0.195932962,0.321741326,-0.018967247,-0.080717612,0.087716804,0.034813928,0.687095249,0.016655446,-0.094879465,-0.036879484,-0.006251827,-0.069478438,0.000373112,-0.070954675
White (Non-Hispanic),-0.244777593,0.120808839,0.281918781,0.131673029,-0.027631413,0.210632426,0.238961441,0.317227424,1.010050561,-0.590201067,-0.180739249,0.003724431,0.111216739,1.310164093,0.549211543,0.553088054,0.055103686,0.199536962,0.146976961,-0.175154152,-0.22054918,-0.070095243,0.341528677,0.457745672,0.502791357,-0.050902056,-0.173196505,0.173972271,-0.191089042,-0.128210348,0.107556835,0.108556781,-0.315678393,0.175336436,2.264657523,-0.095740111,0.015821415,-0.080155004,-0.071851832,0.165848031,0.094267311,-0.211067418,0.389931208,1.177207871,-0.345270966,0.124187593,0.644413939,-0.091004245,0.187515439,0.051120334,-0.116891513,0.440230865,0.568287163,0.615136979,0.481846442,0.335003248,0.644412202,0.20024203,0.212630222,0.046904649,0.079406112,-0.459577976,-0.338283754,0.364281415,0.063803825,0.686036635,0.22349987,-0.1890893,0.317602797,0.620223462,1.371615997,0.250045956,0.202526686,1.062529307,0.545056712,0.09481913,-0.030943557,-0.027631413,0.450251139,0.235673359,0.170009264,0.023816004,0.126213223,0.068730241,0.264774083,0.128672839,-0.099275014,-0.164964415,-0.072307531,0.101915921,0.030345466,1.351367823,0.044896262,-0.367771503,-0.173376893,-0.058142571,0.623250187,0.398350241,0.296186832,0.23685712,0.417348222,0.368748279,-0.119730033,0.074933108,0.084169748,-0.039433818,0.267416516,0.207703112,0.059884106,-0.1683827,0.144999936,0.053713038,0.431378599,0.132433791,-0.193018131,-0.105865784,0.208884608,0.044349515,-0.060350619,-0.021454082
White (Non-Hispanic),-0.237415543,0.531507459,0.258348881,0.124821737,0.046044182,0.23917163,0.200220519,0.343985698,0.635305765,-0.279232134,-0.102296154,-0.208668847,0.088656889,1.638552416,1.253084379,0.651494555,0.126577694,0.119479686,-0.144130554,-0.222812677,-0.347861403,-0.25535776,0.094808353,0.696832991,0.655527153,0.005075482,-0.092600174,0.150702861,-0.122358718,0.095714221,0.021191176,0.01660853,-0.255807521,0.099113856,1.723734328,-0.056780139,-0.13653446,-0.03331511,-0.052156604,0.227641631,0.307738713,-0.181871014,0.605764257,1.38860792,-0.176088364,0.117630623,0.670463486,0.015567771,0.310603811,0.043153079,-0.231227196,0.849097458,0.669746651,0.780357979,0.71879165,0.855336241,0.902055403,0.510650248,0.136105221,0.180879651,0.09554575,-0.465812132,-0.302437475,0.112013073,0.353086505,0.853539168,-0.054839673,-0.097433797,0.36325571,0.372338216,0.736999662,0.123461165,0.061392059,0.638445195,0.648627033,0.172042344,0.207887646,0.046044182,0.353536867,0.115799585,0.05842056,0.065357429,0.158932996,-0.016732821,0.020888779,-0.147100282,0.980362838,-0.318366568,-0.037190369,0.128684219,0.072323905,1.059405505,0.094868968,-0.386976884,-0.251810496,-0.053889964,0.772366799,0.521330556,0.501364425,0.311047741,0.532493909,0.512002081,0.150931504,0.05243881,0.138694223,-0.000149453,0.298929342,0.424707177,-0.121578018,-0.180510357,0.044971002,-0.040712439,0.790251258,0.040109353,-0.259857176,-0.090793548,0.053180085,0.003014009,-0.071039073,0.156879102
White (Non-Hispanic),-0.090186654,0.25523556,0.207427643,0.327374553,0.203012457,0.217001787,0.138173715,0.214998415,0.64499646,-0.585020921,-0.107877325,-0.033663248,0.24481883,1.616021941,0.695665967,0.58740237,-0.062030813,0.437257289,0.128591934,-0.042476508,-0.066416551,-0.028051165,0.480279634,0.468809728,0.555059426,0.081455231,-0.074646318,0.168303934,-0.016669296,0.008250236,0.105580434,0.428819633,-0.181062623,-0.001336425,2.398349961,0.054506729,0.094932213,0.021433655,0.007559272,0.130640755,0.083464536,-0.072224579,0.296701534,1.23565147,-0.122095376,0.329979771,0.771864009,0.559000419,0.524070584,0.101617927,0.022916937,1.110897205,0.675769515,0.999516412,0.490480526,0.679305681,0.912554254,0.238026484,0.490538357,0.146023447,0.067714336,-0.341788911,-0.356690429,0.435451278,0.190586834,1.108167208,0.209232456,0.12695319,0.876259931,0.47634406,0.582253316,0.35695934,0.256660039,0.992847854,0.318758278,0.242464765,0.333383352,0.203012457,0.728560324,0.485678981,0.344021122,0.240426465,0.241699534,0.252128029,0.167689005,0.082371719,-0.052493338,-0.280649262,0.014266258,0.224946154,0.050793252,1.237699306,0.102749774,-0.224903898,-0.199108069,0.0029327,0.827044319,0.53102396,0.372975672,0.110479688,0.500561276,0.467615001,-0.013811748,-0.012860832,0.018091477,-0.014668848,0.186539595,0.283237081,0.084008687,-0.218371448,0.186708904,0.129942066,0.510831187,0.156502924,-0.13613325,0.036041006,0.216252492,0.027859364,-0.014066363,0.097395674
White (Non-Hispanic),-0.161367274,0.191934329,0.021918803,-0.087376186,-0.09404898,0.110261555,0.069010806,0.237623369,0.334330539,-0.711211555,-0.064789964,-0.068854858,0.160382212,1.335608276,0.404107116,0.363099745,0.053429601,0.114817004,-0.111222925,-0.015841802,-0.11356684,0.01782602,0.263457397,0.198886266,0.761005374,0.020246707,-0.065965773,-0.00549279,-0.021865842,-0.082791917,0.069833765,0.078886578,-0.141798751,-0.031373425,1.688290984,0.178910376,-0.07086529,0.114383033,-0.029814403,0.094330208,0.177468696,-0.038391697,0.118492956,1.265002322,-0.002089522,0.063824477,0.798667783,-0.006488405,0.205459325,0.066056598,-0.152844856,0.496494079,0.694865757,1.223960556,0.431160882,0.759045341,0.565170666,0.448323105,0.10000657,0.143485739,0.17221252,-0.149742263,-0.069594581,0.057443408,0.339602106,0.502623088,-0.03934024,-0.013005128,-0.022440304,0.109120469,0.319249444,-0.031355117,-0.051051277,0.380738346,0.359290431,0.133311166,0.001877917,-0.09404898,0.082909816,0.051965144,0.063166084,-0.056823126,0.18697028,0.051034659,-0.00457102,0.08535187,-0.04970031,-0.049216125,-0.032348513,0.171436359,0.111691117,0.745014486,-0.032183182,-0.237150445,-0.134395226,0.047171391,0.533371777,0.199667825,0.143945922,0.090325285,0.211903704,0.158994545,-0.068909453,-0.021345137,-0.134565658,-0.018625934,0.08266794,0.115865001,-0.029840072,-0.072825181,0.014270096,0.074801019,0.308929529,-0.047531483,-0.096365087,-0.079495908,0.097620997,0.086413897,0.032058845,0.048497426
White (Non-Hispanic),-0.189316171,0.366185104,0.503160967,0.178241161,0.185587679,0.224857237,0.208293425,0.288293665,0.565489074,-0.395298696,-0.05051413,-0.297660248,0.052127372,1.58685854,1.189734761,0.692928317,0.031225508,0.368059954,-0.039917476,-0.235458116,-0.236757132,-0.266398667,0.373544716,0.7434908,0.82062175,-0.055323344,-0.089022072,0.52379633,-0.258974464,0.157217123,0.05651458,0.288167624,-0.325000956,0.04829782,2.397873548,0.046234742,0.022255409,-0.117280966,-0.005002047,0.255562113,0.148556992,-0.195181742,0.624518974,1.359510712,-0.290997768,0.161609748,0.646780911,-0.030520958,0.273076249,0.085598706,-0.167424929,0.716268482,0.653487356,0.752115083,0.658492938,0.756708674,0.911957571,0.208628856,0.227062176,0.108372823,0.171938411,-0.542271134,-0.363985904,0.410791222,0.368366997,0.937868302,0.100730307,0.00555275,0.429951324,0.761047847,1.134834921,0.309877211,0.185819827,0.91158867,0.488239121,0.303667968,0.345139718,0.185587679,0.629120404,0.121505814,0.206161695,0.071968368,0.192190355,0.028790746,0.041160513,-0.011514253,-0.0182614,-0.29429349,-0.074514318,0.221748514,0.044605403,1.389903151,0.045375212,-0.368861863,-0.278574115,0.07441445,0.674145337,0.505861938,0.463409887,0.42156522,0.438875584,0.427326357,-0.066767659,0.068638782,0.023778864,-0.105621868,0.207744444,0.314117864,-0.001476127,-0.144927946,0.135866833,-0.025785884,0.4522108,0.038464376,-0.30541497,0.001415164,0.114283203,-0.00294958,-0.046661505,0.229370128
White (Non-Hispanic),-0.037093794,0.294811715,0.157469973,0.224221155,0.21016605,0.243379769,0.189659481,0.352968514,0.626386912,-0.474554593,-0.066703052,-0.181632829,0.055081854,1.695228389,0.945465141,0.807153964,0.21715697,0.305783888,0.078886615,-0.204425296,-0.144528752,-0.095119862,0.284168087,0.588001378,1.039398252,-0.050423771,-0.134327586,0.55712416,-0.077763468,0.221936849,0.117218879,0.660892879,-0.230511452,0.068693742,2.345385483,0.306483232,0.191851772,-0.03771631,-0.014739568,0.227915441,0.275147713,-0.082896565,0.56828383,1.58293798,-0.220265083,0.204073222,0.976774201,0.159168334,0.214528909,0.079516482,-0.08298524,1.021072854,1.212460575,1.544216259,0.683206522,0.682086564,1.616146253,0.491561161,0.384606749,0.133393918,0.039844395,-0.365315169,-0.34397635,0.222873879,0.203570277,1.221816043,1.024494378,0.470288705,0.707949748,0.531927275,1.242126447,0.325516883,0.204478168,1.110037099,0.883234969,0.1878995,0.390433917,0.21016605,0.734478075,0.276469148,0.247764377,0.216838924,0.506099801,0.026726129,-0.096175747,0.065882975,0.049506982,-0.173361664,0.036714662,0.166724844,0.131875419,1.445453917,0.134936727,-0.288157747,-0.200462103,-0.171288349,0.747384579,0.51933441,0.450376258,0.281054481,0.486258279,0.343986107,-0.029833465,0.039729915,-0.073926235,-0.026556879,0.287655974,0.384607185,-0.096045406,-0.283807837,0.218031085,0.067670468,0.47405277,-0.003368624,-0.196383507,0.08783402,0.328093473,0.179758975,-0.001022643,0.326316059
White (Non-Hispanic),-0.07372901,0.275126919,0.492353728,0.142639128,0.347709525,0.076702073,0.159838441,0.061622586,0.224153589,-0.898456104,0.078462688,-0.014375575,0.203808274,1.706401053,0.282649282,0.547474889,0.107762578,0.345237597,0.080820202,-0.00219857,-0.072798977,-0.000201706,0.691503275,0.341818427,0.508764819,0.038364382,-0.017510883,0.365310277,-0.025733038,0.0433288,0.132561188,0.285196839,-0.039320458,0.002447752,2.75792022,0.244406687,0.120869628,-0.101099702,0.072127862,0.156953642,0.098183477,-0.071590422,0.580033581,1.230169821,-0.125839774,0.30640648,0.961735119,0.187277367,0.41088348,0.1716127,-0.072290128,0.996643302,1.211818155,1.232194697,0.722638363,0.296891289,0.717658231,0.269776252,0.411680019,0.179295726,0.192377861,-0.173967942,-0.160676541,0.158539843,0.257766493,1.470916975,0.269418096,0.135280007,1.370820175,0.448155048,0.777514568,0.049597371,0.345516509,1.140670531,0.959116198,0.277226725,0.788045042,0.347709525,0.890347288,0.56416274,0.526828444,0.525408396,0.376182705,0.24207421,0.198474577,0.078854026,0.195270984,-0.071790346,0.220093681,0.29976664,0.114475204,1.592019443,0.125532478,-0.216014745,-0.12984745,0.007284449,0.549322415,0.321736703,0.130535511,0.217596993,0.117538816,0.145290467,-0.079919738,-0.015535169,0.101286819,0.034206994,0.216596629,0.123209715,0.249869737,0.026061318,0.144437103,0.101781409,0.587967735,0.274982128,-0.147197891,0.003028257,0.242892161,0.004199338,0.134014606,0.259591812
White (Non-Hispanic),-0.163111947,0.040288348,0.104745766,-0.034101242,0.086641207,0.162923243,0.064198387,0.287679024,0.836167482,-0.488822092,-0.040104736,-0.087151023,0.232922401,1.329535863,0.111761597,0.497660383,0.158948236,0.068914797,0.006165511,0.128702637,-0.065172145,0.107280517,-0.033208193,0.290791703,0.484026563,0.014944392,-0.037575805,0.263122548,0.064477242,-0.007859737,0.050205607,0.097885765,-0.107386332,0.225975071,1.539795986,-0.022538894,-0.033367364,-0.184815015,0.071307743,0.200400323,0.274557858,-0.01752076,0.127214086,0.914657241,-0.083205827,0.016743294,0.720228869,-0.059233664,0.120318596,0.266244168,-0.112001281,0.439653884,0.621449959,0.944472165,0.201408957,0.400460418,0.560294009,0.199366824,0.128352805,0.154737266,0.130707164,-0.303030802,-0.065238998,0.260251711,0.099242343,0.382011644,0.232676581,0.077106234,0.287954949,0.100320329,0.658344244,0.159209363,0.125914234,0.444642067,0.329792584,0.281043432,-0.038496158,0.086641207,0.141204888,0.226957361,0.085529312,0.065861039,0.097864822,0.007995558,-0.05986561,0.103178431,-0.012815903,-0.177242391,-0.023877901,0.223630876,0.0090596,0.999074012,0.0912958,-0.098564849,-0.100289564,0.169808391,0.530299391,0.255268661,0.116467345,0.211837921,0.523277456,0.295322822,0.020163999,0.123491491,-0.052927652,0.036203868,0.175971537,0.104715271,0.028151988,-0.079703692,0.272903013,0.178722353,0.408335865,0.026436388,-0.08517482,-0.027209116,0.08568673,0.01508075,0.06932441,-0.020906623
White (Non-Hispanic),-0.179208915,0.563265186,0.434585447,0.303187787,0.177118446,0.238344523,0.239049407,0.316869961,0.616223011,-0.428820391,-0.091274838,-0.19724581,0.053177359,1.646459705,0.88442025,0.889768932,0.051056306,0.489623747,-0.023417624,-0.055302618,-0.147777978,-0.171187547,0.63063658,0.726541283,0.84621317,-0.052536325,-0.062982751,0.403085745,-0.070052515,0.293745472,-0.010081473,0.273785668,-0.234820811,0.011696003,2.449098741,-0.018241326,-0.023931028,-0.264836028,0.015170295,0.190653957,0.118035717,-0.12678508,0.381010756,1.175777281,-0.081405209,0.027293766,0.872920287,-0.011222585,0.172165816,0.099568874,-0.14363025,0.821428161,1.061324769,1.04256733,0.751366415,0.513356609,1.033332656,0.31153411,0.297091071,0.128337953,0.160258431,-0.470718245,-0.305852912,0.398255147,0.238566327,1.692566112,0.406561921,0.007677463,0.445982402,0.509760061,1.609436117,0.348870948,0.25407472,0.870718661,0.865770326,0.293932496,0.472451065,0.177118446,0.82197239,0.42851277,0.33256521,0.09356374,0.404861792,-0.060615767,0.091353813,-0.068504423,-0.019061469,-0.054243873,0.11518911,0.338569915,0.150524767,1.267208513,0.082692734,-0.27474731,-0.230947972,0.201071255,0.684591107,0.623066303,0.428390599,0.334477837,0.626958817,0.381423812,-0.096226272,0.081366238,0.095634793,-0.045018277,0.143116425,0.407225132,-0.108245586,-0.103474225,0.270708752,0.039242094,0.621989786,-0.038158909,-0.207462073,0.047324579,0.205798698,0.029269393,0.00774237,0.275730358
White (Non-Hispanic),-0.293136124,0.396905273,0.149589947,0.120570135,-0.008210618,0.354330207,0.112613246,0.442541352,1.163155624,-0.306199862,-0.072298102,-0.24836499,0.081291314,1.444118869,0.678825854,0.619763453,0.285612486,0.134078296,-0.030441012,-0.071734954,-0.185224975,-0.145651302,0.316899774,0.472575201,0.809082342,0.024182342,-0.110310245,0.282271111,-0.063090099,0.111043665,-0.054956595,0.694573041,-0.29603725,0.136365441,1.773019572,0.010982295,-0.091124135,-0.169632397,0.022264883,0.259084946,0.305160121,-0.129246976,0.528679931,1.275404154,-0.126216637,0.025827503,0.690672868,0.030367649,0.384318533,0.166960255,-0.13208579,0.705325465,0.807855268,0.909754384,0.674402356,0.688575545,0.932241418,0.294631787,0.084805288,0.150519051,0.226558652,-0.330196684,-0.193699268,0.323410134,0.2462067,1.08915681,0.008157241,-0.23000975,0.113283504,0.344683737,0.379617051,0.20357195,0.181783775,0.886547157,0.308411367,0.307865595,0.131641413,-0.008210618,0.279213025,0.248586395,0.231820706,0.129565008,0.219588946,-0.054096513,-0.010468109,-0.008313793,-0.09141633,-0.180262278,-0.09127938,0.264464883,0.119187178,1.352227044,0.083042186,-0.291694678,-0.138097521,0.209910604,0.717783121,0.438578858,0.441316316,0.307977766,0.536176604,0.491838855,0.057439193,0.11834108,0.102953266,-0.011608208,0.326830051,0.24319424,0.015579958,-0.243757505,0.222390556,0.125493461,0.593300425,0.051866429,-0.281088049,0.058242443,0.115782238,0.087404894,-0.035163635,0.182076851
White (Non-Hispanic),-0.206539266,0.04908357,0.035082121,-0.032202001,-0.054128179,0.129208604,0.271092698,0.241299797,0.853719243,-0.107318808,-0.153629104,-0.266501076,-0.008455105,1.410840292,1.046966852,0.813096293,0.29864151,0.079780607,-0.240416772,-0.227311028,-0.205726031,-0.14840482,0.108610593,0.578312031,0.537523887,0.066609902,-0.105639888,0.182381879,-0.160486461,0.059449683,-0.124850173,-0.209544154,-0.396488335,0.145056883,1.667021274,-0.018673248,-0.098998165,-0.089034212,-0.069479689,0.217483008,0.31370356,-0.100620292,0.382152508,1.449921377,-0.292886074,0.048682658,0.581544778,-0.019071937,0.184096676,0.068040982,-0.195472953,0.657939102,0.593949132,1.053762066,0.883414167,0.614773285,0.908138298,0.137753025,-0.114653005,-0.044641393,0.18938793,-0.391725725,-0.288728594,0.360324487,0.052420767,0.509380829,-0.006352367,-0.115535876,0.129033311,0.248979456,0.623370873,0.145660089,0.014900336,0.567963926,0.722426881,0.103970971,0.100325235,-0.054128179,0.243787963,0.013285614,0.116269924,0.081753882,0.055232889,-0.084413343,0.01391131,-0.064461568,-0.088906084,-0.216845285,-0.105529979,0.042444503,0.017855851,0.768873576,0.034403722,-0.214373838,-0.257514033,-0.069160324,0.661500038,0.457704398,0.470189945,0.236288006,0.588746729,0.521266196,0.014012101,0.175216405,0.079713384,-0.046739438,0.34222454,0.344583583,-0.077383429,-0.148815995,0.215505538,0.006693825,0.553049114,0.114414016,-0.316932671,-0.020558743,0.115791472,-0.032575835,-0.125620978,0.007600436
White (Non-Hispanic),-0.090516174,-0.023194488,0.127038754,0.032426067,-0.071499654,0.442143431,0.208846641,0.31143162,0.648234997,-0.08924858,-0.095495932,-0.151419804,0.099578813,1.33262656,0.786186473,0.496014083,0.062385595,0.169963616,-0.085343143,0.00922495,-0.194578653,0.050903304,0.236942764,0.521839524,0.25744338,0.113426838,-0.088209348,-0.035850486,-0.100399883,0.054227621,0.019101664,0.043446172,-0.14878687,-0.029599192,1.466253784,-0.039959965,-0.023351053,-0.190285102,-0.104275552,-0.009386304,0.058228218,-0.128961998,0.141691994,0.920133896,-0.371574103,0.111476495,0.546948446,0.011139898,0.22760223,0.112121724,-0.093147199,0.590403973,0.487125501,0.892961728,0.581501691,0.653973446,0.918863072,0.148656572,0.290301171,0.002940095,0.151083452,-0.386681342,-0.350126629,0.296059036,0.133190569,0.662208107,-0.049889333,-0.134910777,0.243987647,0.045733576,0.522874079,-0.007681226,0.012100756,0.569446896,0.934952846,0.039488582,0.155571148,-0.071499654,0.244978875,0.110402486,0.005201654,0.004938558,0.063174013,0.071801585,0.031914078,0.000645059,0.006755068,-0.329268785,-0.158934953,0.077322957,0.13852806,0.721130446,0.055837467,-0.342759902,-0.211862856,-0.160200519,0.723636745,0.458301689,0.332902673,0.181699727,0.42031181,0.500300562,0.101364423,0.088379918,0.293863265,0.001998246,0.16892993,0.266224859,-0.067835658,-0.157588165,0.025442621,0.042472654,0.449160072,0.179751328,-0.177318389,-0.063934113,0.154285296,0.042829638,0.068220458,-0.005660193
White (Non-Hispanic),-0.281809437,0.094414871,0.050245895,0.157257431,-0.163180706,0.026414847,0.037588064,0.364469182,0.732672501,-0.433765214,-0.114282833,-0.291002195,0.024277828,1.400878942,0.769081551,0.499049048,0.150618244,0.140358778,0.094899217,0.043639276,-0.18467627,0.002587768,0.235501737,0.370738301,0.38211834,-0.051454485,-0.177178591,-0.008556479,-0.063625107,-0.014752703,-0.031258829,0.32307362,-0.210732036,0.012868982,1.550760027,0.115422778,-0.036025571,-0.042841095,-0.030843073,0.156243132,0.148301006,-0.137709679,0.294606334,1.02485684,-0.233017294,0.057856304,0.784163836,-0.080728067,0.25908022,-0.033271221,-0.138328994,0.891808477,0.81639917,1.291312038,0.573115892,0.698351654,0.927971887,0.17184307,0.371843158,0.034680268,0.126339521,-0.429380386,-0.205064152,0.317324534,0.213877022,0.487832455,0.417499156,0.087397829,0.120128351,0.266699789,0.819282448,0.232355425,0.003526152,1.002478152,0.707505346,0.148261678,-0.04586147,-0.163180706,0.207267307,0.125241909,0.104246844,0.020715026,0.200877341,0.075087812,0.062066299,0.011607593,-0.199292856,-0.215914674,-0.075006427,0.1610402,0.174852481,0.946473291,-0.08430965,-0.296860771,-0.229770251,-0.031621896,0.531576362,0.363645794,0.276580217,0.234940568,0.504402026,0.366114306,0.01532634,0.133696636,-0.007592772,0.014470495,0.28075502,0.245725373,-0.064665653,-0.214713759,0.071277293,-0.003051351,0.463017631,0.060641236,-0.192339556,-0.061457815,0.152864959,-0.002177245,-0.03017751,-0.014017579
White (Non-Hispanic),-0.154517698,0.164396668,0.035798137,0.050199783,-0.050199974,0.234599755,0.166225653,0.220908754,0.639340883,-0.351219329,-0.16260987,-0.228606236,0.164345068,1.439413948,0.773552514,0.379189961,0.17829282,0.163461624,-0.021017015,-0.061153043,-0.128722532,-0.11004667,0.067852104,0.440453637,0.518436978,0.139265604,-0.031583173,0.003319083,0.092975742,0.021843791,-0.049624366,0.368220292,-0.293047424,-0.008729121,1.472708975,0.123560588,-0.032116701,0.059498981,0.025729771,0.173948099,0.23011508,-0.038973704,0.156887041,0.906359015,-0.153283167,0.08456182,0.622485009,-0.040508741,0.275021463,0.200273283,-0.095064512,0.798364578,0.812474033,1.172087364,0.295709705,0.523807073,0.708238124,0.221849113,0.178382811,0.070017219,0.093935897,-0.243586733,-0.075919647,0.22761052,0.174555804,0.707123709,0.23992368,-0.062589202,0.233298369,0.086799352,0.071086561,0.135513837,0.018541764,0.725785349,0.683934867,0.169264035,0.022401562,-0.050199974,0.186242356,0.315483237,0.082352428,0.153353333,0.153192657,-0.013681196,0.099572711,0.04706191,-0.031101084,-0.186249112,-0.021870185,0.201091693,0.30256945,0.949381897,0.050699318,-0.191102379,-0.085810613,0.07326114,0.571474229,0.316122654,0.149742129,0.135066589,0.280649117,0.177161252,-0.001986678,0.100079005,0.029305069,0.075072071,0.196895276,0.186508765,0.018996022,-0.13205314,0.049822144,0.111583528,0.50697255,0.124585853,-0.148613196,0.071555971,0.12449186,0.155689103,0.025005498,0.018781791
White (Non-Hispanic),-0.084193624,0.244756404,0.169438992,0.231033007,-0.140440955,0.318553036,0.145061419,0.190584489,0.554579473,-0.43499458,-0.112638959,-0.127691191,-0.066649557,1.389516893,0.611767374,0.479972461,0.079831171,0.10711365,0.003413527,-0.183286865,-0.285185055,-0.148305299,0.10527457,0.270972575,0.950230099,0.044239507,-0.044306463,0.298770974,-0.155524631,0.100805804,-0.052945728,-0.055879975,-0.178208673,0.028938711,1.913045347,0.087341941,-0.002570787,0.04198193,-0.118617262,0.467145127,0.303372909,-0.119337923,0.600594086,1.483722508,-0.370794764,0.073994525,0.548699166,0.026901917,0.168838198,0.086424676,-0.179253316,0.553956142,0.609826667,0.749438112,0.55896203,0.680341224,0.815148744,0.319087719,0.285263893,0.048520119,0.116986059,-0.38582949,-0.292757115,0.225635132,0.11621828,0.462909815,-0.098451559,0.027624152,0.134663611,0.026763005,0.330765564,0.158037975,0.120798297,0.176388605,0.854607985,0.027116058,-0.022310229,-0.140440955,0.348385971,0.039827065,0.05511008,0.009552226,0.145534769,0.036355301,0.117079362,-0.041053363,-0.031376037,-0.28768295,-0.104094457,0.137401467,0.003677138,1.097250743,0.081822759,-0.196906674,-0.153596965,0.014836452,0.6307932,0.427243098,0.418989242,0.237924628,0.135607134,0.286307147,-0.013060284,0.111922216,0.029665693,0.022677284,0.23745918,0.107838728,-0.13319676,-0.124701295,0.229387317,-0.03298911,0.54832827,0.181625064,-0.178959252,-0.209365178,0.177671172,-0.004150683,-0.02996878,-0.01391349
White (Non-Hispanic),-0.254691772,-0.007576449,-0.132447119,0.018940816,-0.029349614,0.174775556,0.170626955,0.217989081,0.884494457,-0.273777058,-0.212976154,-0.192240877,0.082266686,1.477668287,1.047955887,0.597238527,0.091015371,0.258583873,-0.017947981,-0.198140135,-0.189206856,-0.086552671,0.058471413,0.521524061,0.662695159,-0.020355968,-0.147487901,0.057960506,-0.209560551,-0.070037883,0.138756142,0.474390863,-0.229324463,0.090526877,2.917015603,0.03969071,-0.037390076,-0.151545716,-0.06176464,0.146465593,0.184535918,-0.245929863,0.317540991,1.466145438,-0.234847939,0.095998538,0.73946461,-0.088979736,0.208268947,-0.095692674,-0.168356468,0.851406671,0.821136991,0.788916681,1.079810797,0.699040297,0.932726994,0.339731416,0.216284271,-0.002910778,0.171337694,-0.641269487,-0.420589307,0.313346039,0.113672449,0.530727767,0.273154304,0.121855325,0.371202447,0.4018581,0.572251444,0.266359232,0.091506228,0.801393127,0.688105214,0.092523544,0.044649836,-0.029349614,0.403666415,0.198399306,0.146862846,0.101036326,0.152686029,0.018875236,0.08256698,-0.020686005,-0.214142834,-0.21762038,-0.05900461,0.111740591,0.006462627,1.097443633,-0.06373405,-0.44726825,-0.278598082,-0.163292287,0.745427619,0.535278866,0.50467247,0.203416781,0.683830188,0.600620691,-0.086955231,-0.00791978,0.042839783,-0.031000419,0.237872071,0.468635274,-0.071854568,-0.263000314,0.093797231,-0.077076827,0.826315065,0.209533971,-0.203939752,-0.051023672,0.16253401,-0.141520605,-0.100334952,-0.06251968
